Id,Store,DayOfWeek,Date,Customers,Open,Promo,StateHoliday,SchoolHoliday
329877,1113,2,2014-09-23,559,1,0,0,0
329878,1114,2,2014-09-23,2759,1,0,0,0
329879,1115,2,2014-09-23,324,1,0,0,0
329880,1,1,2014-09-22,466,1,0,0,0
329881,2,1,2014-09-22,501,1,0,0,0
329882,3,1,2014-09-22,583,1,0,0,0
329884,5,1,2014-09-22,535,1,0,0,0
329885,6,1,2014-09-22,538,1,0,0,0
329886,7,1,2014-09-22,804,1,0,0,0
329887,8,1,2014-09-22,695,1,0,0,0
329888,9,1,2014-09-22,550,1,0,0,0
329889,10,1,2014-09-22,594,1,0,0,0
329891,12,1,2014-09-22,830,1,0,0,0
329892,14,1,2014-09-22,661,1,0,0,0
329893,15,1,2014-09-22,574,1,0,0,0
329894,16,1,2014-09-22,895,1,0,0,0
329895,17,1,2014-09-22,710,1,0,0,0
329896,18,1,2014-09-22,691,1,0,0,0
329897,19,1,2014-09-22,584,1,0,0,0
329898,21,1,2014-09-22,432,1,0,0,0
329899,23,1,2014-09-22,419,1,0,0,0
329901,25,1,2014-09-22,1476,1,0,0,0
329902,26,1,2014-09-22,486,1,0,0,0
329903,27,1,2014-09-22,828,1,0,0,0
329904,28,1,2014-09-22,555,1,0,0,0
329905,29,1,2014-09-22,597,1,0,0,0
329906,30,1,2014-09-22,543,1,0,0,0
329908,33,1,2014-09-22,780,1,0,0,0
329909,34,1,2014-09-22,897,1,0,0,0
329910,35,1,2014-09-22,683,1,0,0,0
329911,37,1,2014-09-22,589,1,0,0,0
329912,38,1,2014-09-22,446,1,0,0,0
329913,39,1,2014-09-22,528,1,0,0,0
329915,42,1,2014-09-22,934,1,0,0,0
329916,43,1,2014-09-22,602,1,0,0,0
329917,44,1,2014-09-22,635,1,0,0,0
329919,47,1,2014-09-22,861,1,0,0,0
329920,48,1,2014-09-22,385,1,0,0,0
329921,49,1,2014-09-22,450,1,0,0,0
329923,53,1,2014-09-22,508,1,0,0,0
329924,54,1,2014-09-22,575,1,0,0,0
329926,56,1,2014-09-22,480,1,0,0,0
329930,61,1,2014-09-22,534,1,0,0,0
329931,62,1,2014-09-22,655,1,0,0,0
329932,63,1,2014-09-22,535,1,0,0,0
329934,65,1,2014-09-22,373,1,0,0,0
329935,66,1,2014-09-22,540,1,0,0,0
329938,69,1,2014-09-22,966,1,0,0,0
329939,70,1,2014-09-22,599,1,0,0,0
329941,73,1,2014-09-22,527,1,0,0,0
329942,74,1,2014-09-22,732,1,0,0,0
329943,75,1,2014-09-22,605,1,0,0,0
329945,78,1,2014-09-22,424,1,0,0,0
329947,80,1,2014-09-22,496,1,0,0,0
329948,82,1,2014-09-22,760,1,0,0,0
329949,83,1,2014-09-22,340,1,0,0,0
329951,85,1,2014-09-22,884,1,0,0,0
329952,86,1,2014-09-22,516,1,0,0,0
329954,88,1,2014-09-22,570,1,0,0,0
329955,90,1,2014-09-22,892,1,0,0,0
329956,91,1,2014-09-22,665,1,0,0,0
329957,92,1,2014-09-22,427,1,0,0,0
329958,93,1,2014-09-22,523,1,0,0,0
329959,94,1,2014-09-22,615,1,0,0,0
329960,95,1,2014-09-22,759,1,0,0,0
329961,96,1,2014-09-22,523,1,0,0,0
329963,98,1,2014-09-22,422,1,0,0,0
329966,103,1,2014-09-22,425,1,0,0,0
329967,104,1,2014-09-22,1202,1,0,0,0
329968,105,1,2014-09-22,571,1,0,0,0
329969,106,1,2014-09-22,791,1,0,0,0
329970,107,1,2014-09-22,918,1,0,0,0
329971,109,1,2014-09-22,691,1,0,0,0
329973,111,1,2014-09-22,496,1,0,0,0
329974,112,1,2014-09-22,753,1,0,0,0
329976,116,1,2014-09-22,764,1,0,0,0
329977,117,1,2014-09-22,470,1,0,0,0
329978,118,1,2014-09-22,562,1,0,0,0
329979,119,1,2014-09-22,642,1,0,0,0
329980,120,1,2014-09-22,640,1,0,0,0
329981,121,1,2014-09-22,496,1,0,0,0
329982,122,1,2014-09-22,709,1,0,0,0
329983,123,1,2014-09-22,1003,1,0,0,0
329984,124,1,2014-09-22,523,1,0,0,0
329985,125,1,2014-09-22,1463,1,0,0,0
329986,126,1,2014-09-22,435,1,0,0,0
329987,128,1,2014-09-22,558,1,0,0,0
329988,130,1,2014-09-22,602,1,0,0,0
329989,131,1,2014-09-22,501,1,0,0,0
329990,133,1,2014-09-22,640,1,0,0,0
329991,134,1,2014-09-22,528,1,0,0,0
329992,135,1,2014-09-22,491,1,0,0,0
329993,138,1,2014-09-22,613,1,0,0,0
329995,141,1,2014-09-22,603,1,0,0,0
329997,143,1,2014-09-22,546,1,0,0,0
329998,146,1,2014-09-22,655,1,0,0,0
329999,147,1,2014-09-22,791,1,0,0,0
330000,148,1,2014-09-22,783,1,0,0,0
330001,150,1,2014-09-22,777,1,0,0,0
330002,151,1,2014-09-22,551,1,0,0,0
330003,152,1,2014-09-22,543,1,0,0,0
330004,153,1,2014-09-22,521,1,0,0,0
330005,154,1,2014-09-22,731,1,0,0,0
330006,156,1,2014-09-22,607,1,0,0,0
330008,158,1,2014-09-22,453,1,0,0,0
330009,160,1,2014-09-22,491,1,0,0,0
330010,161,1,2014-09-22,796,1,0,0,0
330011,162,1,2014-09-22,464,1,0,0,0
330012,163,1,2014-09-22,812,1,0,0,0
330013,166,1,2014-09-22,625,1,0,0,0
330014,167,1,2014-09-22,797,1,0,0,0
330015,168,1,2014-09-22,711,1,0,0,0
330017,170,1,2014-09-22,473,1,0,0,0
330018,171,1,2014-09-22,860,1,0,0,0
330019,173,1,2014-09-22,903,1,0,0,0
330021,176,1,2014-09-22,584,1,0,0,0
330022,177,1,2014-09-22,541,1,0,0,0
330023,178,1,2014-09-22,856,1,0,0,0
330025,180,1,2014-09-22,764,1,0,0,0
330026,182,1,2014-09-22,373,1,0,0,0
330027,184,1,2014-09-22,522,1,0,0,0
330029,187,1,2014-09-22,753,1,0,0,0
330030,188,1,2014-09-22,348,1,0,0,0
330031,189,1,2014-09-22,727,1,0,0,0
330033,194,1,2014-09-22,417,1,0,0,0
330034,195,1,2014-09-22,1166,1,0,0,0
330035,196,1,2014-09-22,711,1,0,0,0
330036,197,1,2014-09-22,766,1,0,0,0
330037,198,1,2014-09-22,230,1,0,0,0
330040,201,1,2014-09-22,405,1,0,0,0
330041,202,1,2014-09-22,460,1,0,0,0
330042,203,1,2014-09-22,791,1,0,0,0
330043,205,1,2014-09-22,796,1,0,0,0
330044,206,1,2014-09-22,752,1,0,0,0
330045,207,1,2014-09-22,1166,1,0,0,0
330046,208,1,2014-09-22,341,1,0,0,0
330050,212,1,2014-09-22,448,1,0,0,0
330051,213,1,2014-09-22,618,1,0,0,0
330052,214,1,2014-09-22,603,1,0,0,0
330053,216,1,2014-09-22,870,1,0,0,0
330054,217,1,2014-09-22,623,1,0,0,0
330056,220,1,2014-09-22,552,1,0,0,0
330058,222,1,2014-09-22,534,1,0,0,0
330059,223,1,2014-09-22,657,1,0,0,0
330060,224,1,2014-09-22,463,1,0,0,0
330061,225,1,2014-09-22,490,1,0,0,0
330062,226,1,2014-09-22,629,1,0,0,0
330063,227,1,2014-09-22,561,1,0,0,0
330064,228,1,2014-09-22,516,1,0,0,0
330065,229,1,2014-09-22,651,1,0,0,0
330066,230,1,2014-09-22,912,1,0,0,0
330068,233,1,2014-09-22,967,1,0,0,0
330069,234,1,2014-09-22,845,1,0,0,0
330070,235,1,2014-09-22,437,1,0,0,0
330071,236,1,2014-09-22,839,1,0,0,0
330072,237,1,2014-09-22,601,1,0,0,0
330073,238,1,2014-09-22,1140,1,0,0,0
330074,239,1,2014-09-22,456,1,0,0,0
330075,240,1,2014-09-22,465,1,0,0,0
330076,241,1,2014-09-22,634,1,0,0,0
330077,242,1,2014-09-22,302,1,0,0,0
330080,246,1,2014-09-22,827,1,0,0,0
330081,247,1,2014-09-22,571,1,0,0,0
330082,248,1,2014-09-22,976,1,0,0,0
330083,249,1,2014-09-22,512,1,0,0,0
330084,250,1,2014-09-22,545,1,0,0,0
330085,251,1,2014-09-22,2151,1,0,0,0
330086,252,1,2014-09-22,624,1,0,0,0
330087,253,1,2014-09-22,590,1,0,0,0
330088,254,1,2014-09-22,210,1,0,0,0
330089,255,1,2014-09-22,532,1,0,0,0
330090,256,1,2014-09-22,1057,1,0,0,0
330091,257,1,2014-09-22,571,1,0,0,0
330092,259,1,2014-09-22,2569,1,0,0,0
330093,260,1,2014-09-22,906,1,0,0,0
330095,262,1,2014-09-22,3000,1,0,0,0
330096,264,1,2014-09-22,793,1,0,0,0
330097,265,1,2014-09-22,451,1,0,0,0
330099,267,1,2014-09-22,796,1,0,0,0
330100,268,1,2014-09-22,500,1,0,0,0
330101,269,1,2014-09-22,1036,1,0,0,0
330102,270,1,2014-09-22,1202,1,0,0,0
330104,272,1,2014-09-22,579,1,0,0,0
330105,273,1,2014-09-22,664,1,0,0,0
330109,280,1,2014-09-22,553,1,0,0,0
330110,281,1,2014-09-22,498,1,0,0,0
330111,282,1,2014-09-22,647,1,0,0,0
330112,285,1,2014-09-22,451,1,0,0,0
330113,286,1,2014-09-22,414,1,0,0,0
330114,289,1,2014-09-22,464,1,0,0,0
330117,292,1,2014-09-22,758,1,0,0,0
330119,294,1,2014-09-22,741,1,0,0,0
330120,295,1,2014-09-22,630,1,0,0,0
330121,296,1,2014-09-22,787,1,0,0,0
330123,299,1,2014-09-22,814,1,0,0,0
330124,300,1,2014-09-22,795,1,0,0,0
330125,301,1,2014-09-22,582,1,0,0,0
330126,302,1,2014-09-22,252,1,0,0,0
330127,303,1,2014-09-22,569,1,0,0,0
330128,304,1,2014-09-22,962,1,0,0,0
330129,305,1,2014-09-22,502,1,0,0,0
330131,308,1,2014-09-22,724,1,0,0,0
330133,310,1,2014-09-22,710,1,0,0,0
330134,311,1,2014-09-22,826,1,0,0,0
330135,312,1,2014-09-22,464,1,0,0,0
330136,313,1,2014-09-22,607,1,0,0,0
330137,314,1,2014-09-22,537,1,0,0,0
330138,315,1,2014-09-22,420,1,0,0,0
330139,316,1,2014-09-22,819,1,0,0,0
330140,318,1,2014-09-22,522,1,0,0,0
330143,321,1,2014-09-22,421,1,0,0,0
330144,322,1,2014-09-22,517,1,0,0,0
330145,323,1,2014-09-22,564,1,0,0,0
330147,325,1,2014-09-22,594,1,0,0,0
330148,326,1,2014-09-22,339,1,0,0,0
330149,327,1,2014-09-22,817,1,0,0,0
330150,328,1,2014-09-22,501,1,0,0,0
330151,329,1,2014-09-22,582,1,0,0,0
330152,330,1,2014-09-22,373,1,0,0,0
330153,331,1,2014-09-22,700,1,0,0,0
330156,334,1,2014-09-22,495,1,0,0,0
330158,336,1,2014-09-22,1768,1,0,0,0
330160,338,1,2014-09-22,558,1,0,0,0
330161,339,1,2014-09-22,731,1,0,0,0
330162,340,1,2014-09-22,684,1,0,0,0
330163,341,1,2014-09-22,671,1,0,0,0
330165,344,1,2014-09-22,996,1,0,0,0
330166,346,1,2014-09-22,600,1,0,0,0
330168,349,1,2014-09-22,792,1,0,0,0
330169,350,1,2014-09-22,450,1,0,0,0
330170,351,1,2014-09-22,464,1,0,0,0
330171,352,1,2014-09-22,592,1,0,0,0
330172,353,1,2014-09-22,1555,1,0,0,0
330173,354,1,2014-09-22,629,1,0,0,0
330176,357,1,2014-09-22,0,1,0,0,0
330177,358,1,2014-09-22,995,1,0,0,0
330178,359,1,2014-09-22,499,1,0,0,0
330179,360,1,2014-09-22,710,1,0,0,0
330180,361,1,2014-09-22,486,1,0,0,0
330183,364,1,2014-09-22,583,1,0,0,0
330185,367,1,2014-09-22,443,1,0,0,0
330187,369,1,2014-09-22,496,1,0,0,0
330188,370,1,2014-09-22,555,1,0,0,0
330189,371,1,2014-09-22,468,1,0,0,0
330191,373,1,2014-09-22,258,1,0,0,0
330192,374,1,2014-09-22,873,1,0,0,0
330193,375,1,2014-09-22,594,1,0,0,0
330194,376,1,2014-09-22,802,1,0,0,0
330195,377,1,2014-09-22,823,1,0,0,0
330196,378,1,2014-09-22,792,1,0,0,0
330197,379,1,2014-09-22,442,1,0,0,0
330198,380,1,2014-09-22,1044,1,0,0,0
330201,383,1,2014-09-22,2109,1,0,0,0
330202,384,1,2014-09-22,1000,1,0,0,0
330203,386,1,2014-09-22,517,1,0,0,0
330204,387,1,2014-09-22,1001,1,0,0,0
330205,388,1,2014-09-22,998,1,0,0,0
330206,389,1,2014-09-22,1295,1,0,0,0
330207,390,1,2014-09-22,967,1,0,0,0
330209,392,1,2014-09-22,690,1,0,0,0
330210,393,1,2014-09-22,483,1,0,0,0
330211,394,1,2014-09-22,559,1,0,0,0
330212,395,1,2014-09-22,526,1,0,0,0
330213,396,1,2014-09-22,984,1,0,0,0
330214,397,1,2014-09-22,652,1,0,0,0
330215,398,1,2014-09-22,523,1,0,0,0
330216,400,1,2014-09-22,1039,1,0,0,0
330217,401,1,2014-09-22,722,1,0,0,0
330218,402,1,2014-09-22,526,1,0,0,0
330219,403,1,2014-09-22,723,1,0,0,0
330220,404,1,2014-09-22,546,1,0,0,0
330222,406,1,2014-09-22,438,1,0,0,0
330223,408,1,2014-09-22,411,1,0,0,0
330224,409,1,2014-09-22,503,1,0,0,0
330226,411,1,2014-09-22,603,1,0,0,0
330227,414,1,2014-09-22,446,1,0,0,0
330228,415,1,2014-09-22,468,1,0,0,0
330229,416,1,2014-09-22,1303,1,0,0,0
330230,417,1,2014-09-22,748,1,0,0,0
330231,418,1,2014-09-22,491,1,0,0,0
330232,419,1,2014-09-22,766,1,0,0,0
330233,421,1,2014-09-22,786,1,0,0,0
330234,422,1,2014-09-22,447,1,0,0,0
330235,423,1,2014-09-22,1795,1,0,0,0
330236,424,1,2014-09-22,734,1,0,0,0
330237,425,1,2014-09-22,444,1,0,0,0
330238,426,1,2014-09-22,581,1,0,0,0
330240,432,1,2014-09-22,1505,1,0,0,0
330241,433,1,2014-09-22,605,1,0,0,0
330242,435,1,2014-09-22,396,1,0,0,0
330245,438,1,2014-09-22,490,1,0,0,0
330246,439,1,2014-09-22,828,1,0,0,0
330247,440,1,2014-09-22,576,1,0,0,0
330248,441,1,2014-09-22,628,1,0,0,0
330249,442,1,2014-09-22,373,1,0,0,0
330250,443,1,2014-09-22,432,1,0,0,0
330251,444,1,2014-09-22,1239,1,0,0,0
330252,445,1,2014-09-22,949,1,0,0,0
330253,446,1,2014-09-22,520,1,0,0,0
330254,447,1,2014-09-22,646,1,0,0,0
330255,448,1,2014-09-22,707,1,0,0,0
330256,449,1,2014-09-22,1353,1,0,0,0
330257,450,1,2014-09-22,834,1,0,0,0
330258,451,1,2014-09-22,443,1,0,0,0
330260,453,1,2014-09-22,796,1,0,0,0
330262,455,1,2014-09-22,415,1,0,0,0
330263,456,1,2014-09-22,826,1,0,0,0
330264,458,1,2014-09-22,581,1,0,0,0
330266,460,1,2014-09-22,280,1,0,0,0
330267,461,1,2014-09-22,465,1,0,0,0
330268,462,1,2014-09-22,556,1,0,0,0
330269,463,1,2014-09-22,948,1,0,0,0
330270,464,1,2014-09-22,1250,1,0,0,0
330273,467,1,2014-09-22,1347,1,0,0,0
330275,469,1,2014-09-22,1172,1,0,0,0
330276,470,1,2014-09-22,1853,1,0,0,0
330277,472,1,2014-09-22,630,1,0,0,0
330278,473,1,2014-09-22,405,1,0,0,0
330279,474,1,2014-09-22,686,1,0,0,0
330280,475,1,2014-09-22,877,1,0,0,0
330281,476,1,2014-09-22,637,1,0,0,0
330284,480,1,2014-09-22,630,1,0,0,0
330285,481,1,2014-09-22,442,1,0,0,0
330286,482,1,2014-09-22,672,1,0,0,0
330287,483,1,2014-09-22,630,1,0,0,0
330288,484,1,2014-09-22,587,1,0,0,0
330289,486,1,2014-09-22,472,1,0,0,0
330290,487,1,2014-09-22,554,1,0,0,0
330291,488,1,2014-09-22,350,1,0,0,0
330292,489,1,2014-09-22,571,1,0,0,0
330293,491,1,2014-09-22,512,1,0,0,0
330294,493,1,2014-09-22,709,1,0,0,0
330295,494,1,2014-09-22,1055,1,0,0,0
330297,496,1,2014-09-22,713,1,0,0,0
330298,497,1,2014-09-22,991,1,0,0,0
330299,499,1,2014-09-22,663,1,0,0,0
330300,502,1,2014-09-22,1321,1,0,0,0
330301,503,1,2014-09-22,374,1,0,0,0
330302,504,1,2014-09-22,950,1,0,0,0
330303,505,1,2014-09-22,551,1,0,0,0
330304,506,1,2014-09-22,672,1,0,0,0
330306,508,1,2014-09-22,666,1,0,0,0
330307,509,1,2014-09-22,458,1,0,0,0
330308,510,1,2014-09-22,794,1,0,0,0
330309,511,1,2014-09-22,796,1,0,0,0
330310,513,1,2014-09-22,1868,1,0,0,0
330311,515,1,2014-09-22,643,1,0,0,0
330312,516,1,2014-09-22,705,1,0,0,0
330313,517,1,2014-09-22,555,1,0,0,0
330314,519,1,2014-09-22,431,1,0,0,0
330316,521,1,2014-09-22,366,1,0,0,0
330317,523,1,2014-09-22,1640,1,0,0,0
330318,524,1,2014-09-22,799,1,0,0,0
330319,525,1,2014-09-22,883,1,0,0,0
330321,527,1,2014-09-22,925,1,0,0,0
330322,528,1,2014-09-22,822,1,0,0,0
330327,533,1,2014-09-22,906,1,0,0,0
330329,536,1,2014-09-22,777,1,0,0,0
330331,538,1,2014-09-22,593,1,0,0,0
330332,541,1,2014-09-22,717,1,0,0,0
330333,543,1,2014-09-22,191,1,0,0,0
330335,545,1,2014-09-22,882,1,0,0,0
330337,548,1,2014-09-22,346,1,0,0,0
330339,550,1,2014-09-22,458,1,0,0,0
330340,551,1,2014-09-22,934,1,0,0,0
330341,552,1,2014-09-22,585,1,0,0,0
330342,553,1,2014-09-22,559,1,0,0,0
330343,554,1,2014-09-22,647,1,0,0,0
330344,556,1,2014-09-22,890,1,0,0,0
330345,557,1,2014-09-22,503,1,0,0,0
330346,558,1,2014-09-22,395,1,0,0,0
330347,559,1,2014-09-22,716,1,0,0,0
330348,560,1,2014-09-22,1413,1,0,0,0
330349,561,1,2014-09-22,596,1,0,0,0
330351,563,1,2014-09-22,589,1,0,0,0
330352,564,1,2014-09-22,473,1,0,0,0
330353,565,1,2014-09-22,697,1,0,0,0
330354,566,1,2014-09-22,502,1,0,0,0
330355,567,1,2014-09-22,678,1,0,0,0
330356,568,1,2014-09-22,423,1,0,0,0
330357,569,1,2014-09-22,678,1,0,0,0
330358,570,1,2014-09-22,555,1,0,0,0
330359,572,1,2014-09-22,515,1,0,0,0
330360,574,1,2014-09-22,592,1,0,0,0
330361,576,1,2014-09-22,733,1,0,0,0
330362,577,1,2014-09-22,530,1,0,0,0
330363,578,1,2014-09-22,777,1,0,0,0
330364,579,1,2014-09-22,764,1,0,0,0
330365,580,1,2014-09-22,1388,1,0,0,0
330366,581,1,2014-09-22,587,1,0,0,0
330368,583,1,2014-09-22,455,1,0,0,0
330369,584,1,2014-09-22,304,1,0,0,0
330370,585,1,2014-09-22,750,1,0,0,0
330372,588,1,2014-09-22,634,1,0,0,0
330373,589,1,2014-09-22,471,1,0,0,0
330375,591,1,2014-09-22,495,1,0,0,0
330376,592,1,2014-09-22,520,1,0,0,0
330377,593,1,2014-09-22,1130,1,0,0,0
330380,596,1,2014-09-22,655,1,0,0,0
330382,599,1,2014-09-22,727,1,0,0,0
330383,600,1,2014-09-22,540,1,0,0,0
330384,601,1,2014-09-22,359,1,0,0,0
330386,603,1,2014-09-22,828,1,0,0,0
330387,605,1,2014-09-22,409,1,0,0,0
330389,607,1,2014-09-22,335,1,0,0,0
330390,608,1,2014-09-22,825,1,0,0,0
330391,609,1,2014-09-22,558,1,0,0,0
330392,610,1,2014-09-22,472,1,0,0,0
330393,613,1,2014-09-22,987,1,0,0,0
330396,616,1,2014-09-22,717,1,0,0,0
330397,617,1,2014-09-22,545,1,0,0,0
330401,623,1,2014-09-22,774,1,0,0,0
330402,624,1,2014-09-22,630,1,0,0,0
330403,625,1,2014-09-22,552,1,0,0,0
330404,626,1,2014-09-22,670,1,0,0,0
330406,628,1,2014-09-22,683,1,0,0,0
330407,630,1,2014-09-22,790,1,0,0,0
330409,632,1,2014-09-22,884,1,0,0,0
330410,634,1,2014-09-22,633,1,0,0,0
330411,635,1,2014-09-22,502,1,0,0,0
330412,639,1,2014-09-22,425,1,0,0,0
330413,640,1,2014-09-22,748,1,0,0,0
330414,641,1,2014-09-22,407,1,0,0,0
330415,642,1,2014-09-22,391,1,0,0,0
330416,643,1,2014-09-22,904,1,0,0,0
330417,645,1,2014-09-22,1022,1,0,0,0
330418,647,1,2014-09-22,509,1,0,0,0
330419,648,1,2014-09-22,563,1,0,0,0
330420,649,1,2014-09-22,353,1,0,0,0
330421,651,1,2014-09-22,896,1,0,0,0
330422,652,1,2014-09-22,597,1,0,0,0
330424,654,1,2014-09-22,744,1,0,0,0
330425,655,1,2014-09-22,705,1,0,0,0
330426,656,1,2014-09-22,357,1,0,0,0
330427,657,1,2014-09-22,599,1,0,0,0
330428,658,1,2014-09-22,519,1,0,0,0
330429,659,1,2014-09-22,580,1,0,0,0
330430,661,1,2014-09-22,601,1,0,0,0
330432,663,1,2014-09-22,642,1,0,0,0
330433,664,1,2014-09-22,499,1,0,0,0
330434,665,1,2014-09-22,1140,1,0,0,0
330435,666,1,2014-09-22,539,1,0,0,0
330436,667,1,2014-09-22,737,1,0,0,0
330437,668,1,2014-09-22,1086,1,0,0,0
330438,672,1,2014-09-22,1241,1,0,0,0
330439,673,1,2014-09-22,571,1,0,0,0
330440,674,1,2014-09-22,920,1,0,0,0
330441,675,1,2014-09-22,347,1,0,0,0
330442,676,1,2014-09-22,1816,1,0,0,0
330445,680,1,2014-09-22,632,1,0,0,0
330446,681,1,2014-09-22,476,1,0,0,0
330447,682,1,2014-09-22,1916,1,0,0,0
330449,685,1,2014-09-22,463,1,0,0,0
330450,686,1,2014-09-22,694,1,0,0,0
330451,687,1,2014-09-22,614,1,0,0,0
330452,688,1,2014-09-22,319,1,0,0,0
330453,689,1,2014-09-22,665,1,0,0,0
330454,690,1,2014-09-22,786,1,0,0,0
330455,691,1,2014-09-22,503,1,0,0,0
330456,692,1,2014-09-22,786,1,0,0,0
330457,693,1,2014-09-22,342,1,0,0,0
330458,695,1,2014-09-22,437,1,0,0,0
330459,696,1,2014-09-22,914,1,0,0,0
330460,697,1,2014-09-22,915,1,0,0,0
330461,698,1,2014-09-22,1884,1,0,0,0
330462,699,1,2014-09-22,848,1,0,0,0
330463,700,1,2014-09-22,480,1,0,0,0
330464,703,1,2014-09-22,344,1,0,0,0
330465,704,1,2014-09-22,1208,1,0,0,0
330467,707,1,2014-09-22,787,1,0,0,0
330468,708,1,2014-09-22,0,0,0,0,0
330469,709,1,2014-09-22,1474,1,0,0,0
330471,714,1,2014-09-22,339,1,0,0,0
330472,715,1,2014-09-22,609,1,0,0,0
330474,718,1,2014-09-22,814,1,0,0,0
330475,720,1,2014-09-22,577,1,0,0,0
330476,721,1,2014-09-22,708,1,0,0,0
330477,722,1,2014-09-22,1337,1,0,0,0
330479,724,1,2014-09-22,709,1,0,0,0
330481,726,1,2014-09-22,954,1,0,0,0
330482,727,1,2014-09-22,451,1,0,0,0
330485,730,1,2014-09-22,795,1,0,0,0
330486,731,1,2014-09-22,811,1,0,0,0
330488,733,1,2014-09-22,3540,1,0,0,0
330489,734,1,2014-09-22,485,1,0,0,0
330490,735,1,2014-09-22,472,1,0,0,0
330492,738,1,2014-09-22,607,1,0,0,0
330493,740,1,2014-09-22,416,1,0,0,0
330494,741,1,2014-09-22,882,1,0,0,0
330496,743,1,2014-09-22,395,1,0,0,0
330497,745,1,2014-09-22,630,1,0,0,0
330498,746,1,2014-09-22,449,1,0,0,0
330499,747,1,2014-09-22,585,1,0,0,0
330500,748,1,2014-09-22,407,1,0,0,0
330501,749,1,2014-09-22,641,1,0,0,0
330502,751,1,2014-09-22,483,1,0,0,0
330503,752,1,2014-09-22,362,1,0,0,0
330504,753,1,2014-09-22,641,1,0,0,0
330505,754,1,2014-09-22,729,1,0,0,0
330506,755,1,2014-09-22,823,1,0,0,0
330508,757,1,2014-09-22,584,1,0,0,0
330510,759,1,2014-09-22,620,1,0,0,0
330512,761,1,2014-09-22,945,1,0,0,0
330513,762,1,2014-09-22,369,1,0,0,0
330514,763,1,2014-09-22,539,1,0,0,0
330515,764,1,2014-09-22,351,1,0,0,0
330516,765,1,2014-09-22,789,1,0,0,0
330517,767,1,2014-09-22,570,1,0,0,0
330518,768,1,2014-09-22,1154,1,0,0,0
330519,769,1,2014-09-22,3127,1,0,0,0
330520,770,1,2014-09-22,689,1,0,0,0
330521,772,1,2014-09-22,493,1,0,0,0
330522,773,1,2014-09-22,796,1,0,0,0
330523,774,1,2014-09-22,737,1,0,0,0
330524,776,1,2014-09-22,528,1,0,0,0
330525,777,1,2014-09-22,344,1,0,0,0
330526,779,1,2014-09-22,592,1,0,0,0
330527,780,1,2014-09-22,780,1,0,0,0
330528,781,1,2014-09-22,571,1,0,0,0
330532,785,1,2014-09-22,512,1,0,0,0
330533,786,1,2014-09-22,549,1,0,0,0
330534,787,1,2014-09-22,1100,1,0,0,0
330535,788,1,2014-09-22,1661,1,0,0,0
330536,789,1,2014-09-22,554,1,0,0,0
330537,790,1,2014-09-22,584,1,0,0,0
330538,791,1,2014-09-22,715,1,0,0,0
330539,792,1,2014-09-22,582,1,0,0,0
330541,794,1,2014-09-22,573,1,0,0,0
330542,795,1,2014-09-22,362,1,0,0,0
330543,796,1,2014-09-22,668,1,0,0,0
330544,798,1,2014-09-22,903,1,0,0,0
330547,801,1,2014-09-22,458,1,0,0,0
330548,802,1,2014-09-22,476,1,0,0,0
330549,803,1,2014-09-22,410,1,0,0,0
330550,807,1,2014-09-22,971,1,0,0,0
330551,808,1,2014-09-22,609,1,0,0,0
330552,809,1,2014-09-22,512,1,0,0,0
330553,810,1,2014-09-22,410,1,0,0,0
330556,813,1,2014-09-22,646,1,0,0,0
330557,814,1,2014-09-22,587,1,0,0,0
330558,816,1,2014-09-22,687,1,0,0,0
330559,817,1,2014-09-22,2924,1,0,0,0
330560,818,1,2014-09-22,605,1,0,0,0
330561,819,1,2014-09-22,555,1,0,0,0
330562,821,1,2014-09-22,800,1,0,0,0
330563,822,1,2014-09-22,511,1,0,0,0
330565,824,1,2014-09-22,851,1,0,0,0
330566,826,1,2014-09-22,732,1,0,0,0
330567,827,1,2014-09-22,1422,1,0,0,0
330569,829,1,2014-09-22,630,1,0,0,0
330570,830,1,2014-09-22,508,1,0,0,0
330572,832,1,2014-09-22,422,1,0,0,0
330573,833,1,2014-09-22,446,1,0,0,0
330574,834,1,2014-09-22,615,1,0,0,0
330575,835,1,2014-09-22,641,1,0,0,0
330576,836,1,2014-09-22,768,1,0,0,0
330577,837,1,2014-09-22,471,1,0,0,0
330578,838,1,2014-09-22,834,1,0,0,0
330579,839,1,2014-09-22,651,1,0,0,0
330580,840,1,2014-09-22,1047,1,0,0,0
330581,841,1,2014-09-22,345,1,0,0,0
330583,844,1,2014-09-22,405,1,0,0,0
330585,846,1,2014-09-22,838,1,0,0,0
330586,847,1,2014-09-22,812,1,0,0,0
330589,850,1,2014-09-22,591,1,0,0,0
330590,852,1,2014-09-22,529,1,0,0,0
330591,853,1,2014-09-22,947,1,0,0,0
330592,854,1,2014-09-22,630,1,0,0,0
330593,855,1,2014-09-22,579,1,0,0,0
330594,856,1,2014-09-22,895,1,0,0,0
330595,857,1,2014-09-22,827,1,0,0,0
330596,860,1,2014-09-22,721,1,0,0,0
330597,861,1,2014-09-22,491,1,0,0,0
330598,862,1,2014-09-22,1097,1,0,0,0
330599,863,1,2014-09-22,894,1,0,0,0
330600,864,1,2014-09-22,635,1,0,0,0
330601,865,1,2014-09-22,577,1,0,0,0
330602,866,1,2014-09-22,400,1,0,0,0
330603,867,1,2014-09-22,360,1,0,0,0
