Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
506,a,a,1850.0,12.0,2014.0,True,18.0,2011.0,"Feb,May,Aug,Nov"
508,a,c,1280.0,,,True,40.0,2011.0,"Jan,Apr,Jul,Oct"
509,a,a,4740.0,7.0,2008.0,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
510,a,c,8260.0,,,False,,,
511,a,a,2060.0,9.0,2009.0,False,,,
512,b,b,590.0,,,True,5.0,2013.0,"Mar,Jun,Sept,Dec"
513,a,a,400.0,8.0,2013.0,False,,,
514,c,c,1200.0,7.0,2012.0,True,27.0,2012.0,"Jan,Apr,Jul,Oct"
515,d,c,11260.0,,,True,9.0,2011.0,"Feb,May,Aug,Nov"
516,a,c,20.0,,,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
517,a,c,22490.0,,,False,,,
518,d,c,3330.0,3.0,2015.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
519,c,c,2510.0,8.0,2009.0,True,1.0,2012.0,"Jan,Apr,Jul,Oct"
521,d,a,18610.0,11.0,2002.0,True,48.0,2011.0,"Mar,Jun,Sept,Dec"
522,d,c,7160.0,11.0,2012.0,True,9.0,2011.0,"Jan,Apr,Jul,Oct"
523,c,c,50.0,11.0,2013.0,False,,,
524,a,c,40860.0,9.0,2013.0,False,,,
525,d,c,1870.0,9.0,2013.0,False,,,
527,d,c,5830.0,4.0,2008.0,False,,,
528,a,c,20620.0,,,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
533,a,c,5950.0,,,False,,,
536,a,c,4700.0,9.0,2002.0,True,31.0,2013.0,"Feb,May,Aug,Nov"
538,a,a,990.0,2.0,2010.0,False,,,
539,a,a,770.0,5.0,2013.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
541,a,c,650.0,7.0,1990.0,False,,,
542,a,a,7280.0,9.0,2012.0,True,1.0,2013.0,"Jan,Apr,Jul,Oct"
543,c,a,1080.0,12.0,2012.0,False,,,
545,a,c,5020.0,5.0,2006.0,True,18.0,2014.0,"Feb,May,Aug,Nov"
547,d,c,8990.0,11.0,2009.0,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
548,d,c,3760.0,2.0,2009.0,False,,,
550,d,c,50.0,6.0,2015.0,False,,,
551,a,c,2190.0,9.0,2013.0,False,,,
552,a,a,4260.0,7.0,2008.0,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
553,c,a,3040.0,9.0,2002.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
554,c,c,1200.0,,,False,,,
556,d,c,1140.0,11.0,2014.0,False,,,
557,a,a,250.0,,,False,,,
558,a,a,3000.0,2.0,2010.0,False,,,
559,d,a,3910.0,11.0,2006.0,True,5.0,2013.0,"Feb,May,Aug,Nov"
560,c,c,1910.0,7.0,2013.0,False,,,
561,d,a,14300.0,,,False,,,
563,a,a,700.0,3.0,2015.0,True,10.0,2014.0,"Jan,Apr,Jul,Oct"
564,d,c,6540.0,,,True,14.0,2013.0,"Jan,Apr,Jul,Oct"
565,a,c,160.0,7.0,2007.0,False,,,
566,a,a,3620.0,,,True,40.0,2013.0,"Jan,Apr,Jul,Oct"
567,c,a,1010.0,9.0,2012.0,True,18.0,2011.0,"Feb,May,Aug,Nov"
568,d,c,4270.0,,,True,1.0,2013.0,"Jan,Apr,Jul,Oct"
569,a,a,1340.0,9.0,2006.0,False,,,
570,a,a,180.0,11.0,2006.0,False,,,
571,d,a,2110.0,11.0,1995.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
572,d,c,9230.0,4.0,2004.0,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
573,a,a,1190.0,11.0,2012.0,True,36.0,2013.0,"Jan,Apr,Jul,Oct"
574,d,a,4400.0,,,False,,,
575,a,a,960.0,5.0,2008.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
576,c,a,50.0,11.0,2006.0,False,,,
577,a,c,2270.0,,,True,35.0,2012.0,"Mar,Jun,Sept,Dec"
578,d,a,12700.0,4.0,2013.0,False,,,
579,c,a,20970.0,11.0,2012.0,False,,,
580,a,c,170.0,2.0,2009.0,False,,,
581,a,a,7250.0,12.0,2013.0,False,,,
583,a,a,2640.0,11.0,2002.0,False,,,
584,d,a,1360.0,,,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
585,d,c,440.0,4.0,2014.0,False,,,
587,d,c,330.0,9.0,2006.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
588,d,c,15720.0,3.0,2010.0,False,,,
589,a,c,360.0,,,True,18.0,2013.0,"Feb,May,Aug,Nov"
591,a,c,3340.0,,,True,22.0,2012.0,"Mar,Jun,Sept,Dec"
592,a,a,2540.0,6.0,2005.0,False,,,
593,a,c,33060.0,3.0,2010.0,False,,,
596,c,a,290.0,9.0,2006.0,False,,,
598,c,a,550.0,12.0,2013.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
599,d,c,580.0,11.0,2014.0,False,,,
600,d,c,17340.0,6.0,2010.0,True,9.0,2011.0,"Feb,May,Aug,Nov"
601,d,a,8220.0,4.0,2014.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
603,a,a,340.0,4.0,2007.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
604,d,a,10950.0,3.0,2014.0,False,,,
605,d,a,10310.0,4.0,2003.0,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
607,a,a,350.0,8.0,1999.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
608,a,c,18370.0,2.0,2013.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
609,a,a,2070.0,9.0,2007.0,False,,,
610,a,a,660.0,1.0,2007.0,False,,,
611,a,a,8080.0,12.0,2002.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
612,d,c,2490.0,11.0,2012.0,True,31.0,2009.0,"Jan,Apr,Jul,Oct"
613,c,a,250.0,6.0,2007.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
616,a,c,3040.0,8.0,2011.0,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
617,a,c,8940.0,,,True,9.0,2011.0,"Jan,Apr,Jul,Oct"
620,d,c,5440.0,,,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
623,a,a,4080.0,3.0,2011.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
624,a,c,6920.0,9.0,2011.0,False,,,
625,a,a,1170.0,4.0,2011.0,True,22.0,2012.0,"Feb,May,Aug,Nov"
626,c,c,10740.0,11.0,2013.0,False,,,
628,a,c,2180.0,,,False,,,
629,d,a,510.0,7.0,2014.0,True,23.0,2015.0,"Mar,Jun,Sept,Dec"
630,a,a,1690.0,4.0,2015.0,False,,,
632,a,a,3350.0,2.0,2010.0,False,,,
633,d,a,11640.0,4.0,2005.0,True,22.0,2011.0,"Jan,Apr,Jul,Oct"
634,d,a,18610.0,,,False,,,
635,a,a,27530.0,4.0,2014.0,False,,,
636,c,a,720.0,10.0,2004.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
637,d,c,9790.0,,,True,31.0,2009.0,"Feb,May,Aug,Nov"
638,d,a,10170.0,11.0,2001.0,False,,,
639,a,a,7780.0,11.0,2006.0,False,,,
640,d,c,8040.0,,,False,,,
641,a,c,610.0,12.0,2003.0,True,36.0,2013.0,"Mar,Jun,Sept,Dec"
642,c,c,530.0,4.0,2005.0,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
643,a,a,230.0,6.0,2010.0,True,18.0,2010.0,"Feb,May,Aug,Nov"
644,c,a,4030.0,12.0,2004.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
645,a,a,90.0,,,True,45.0,2009.0,"Feb,May,Aug,Nov"
646,a,a,620.0,9.0,2014.0,False,,,
647,a,c,7420.0,4.0,2013.0,False,,,
648,d,a,2130.0,12.0,2008.0,False,,,
649,a,a,14570.0,11.0,2002.0,False,,,
650,a,a,1420.0,10.0,2012.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
651,a,a,200.0,,,False,,,
652,a,a,20390.0,,,False,,,
654,c,a,6930.0,9.0,2006.0,False,,,
655,d,c,960.0,11.0,2012.0,True,5.0,2013.0,"Feb,May,Aug,Nov"
656,d,a,410.0,4.0,2009.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
657,c,c,80.0,1.0,2006.0,True,10.0,2014.0,"Jan,Apr,Jul,Oct"
658,d,c,520.0,,,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
659,d,a,1590.0,3.0,2012.0,False,,,
660,a,a,1200.0,11.0,2006.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
661,d,c,2140.0,7.0,2013.0,False,,,
663,a,c,7860.0,5.0,2005.0,False,,,
664,d,c,1680.0,10.0,2005.0,False,,,
665,a,a,90.0,12.0,2012.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
666,c,c,2700.0,,,True,9.0,2011.0,"Mar,Jun,Sept,Dec"
667,d,c,2870.0,9.0,2012.0,False,,,
668,c,a,1270.0,9.0,2010.0,False,,,
669,d,a,17080.0,7.0,2012.0,True,31.0,2013.0,"Jan,Apr,Jul,Oct"
670,a,a,2060.0,,,True,45.0,2009.0,"Feb,May,Aug,Nov"
671,a,c,2070.0,2.0,2008.0,True,39.0,2010.0,"Jan,Apr,Jul,Oct"
672,c,a,240.0,9.0,2002.0,False,,,
673,d,c,15170.0,,,True,5.0,2013.0,"Feb,May,Aug,Nov"
674,a,a,2640.0,12.0,2005.0,True,31.0,2013.0,"Feb,May,Aug,Nov"
675,a,a,2100.0,8.0,2013.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
676,b,b,1410.0,9.0,2008.0,False,,,
677,d,a,1740.0,6.0,2014.0,True,45.0,2009.0,"Feb,May,Aug,Nov"
680,c,a,170.0,,,True,35.0,2012.0,"Mar,Jun,Sept,Dec"
681,a,c,620.0,,,True,1.0,2014.0,"Mar,Jun,Sept,Dec"
682,b,a,150.0,9.0,2006.0,False,,,
684,d,c,680.0,,,True,22.0,2012.0,"Jan,Apr,Jul,Oct"
685,a,a,650.0,11.0,2013.0,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
686,a,a,20050.0,4.0,2002.0,False,,,
687,d,c,2770.0,,,False,,,
688,a,a,18760.0,8.0,2015.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
689,d,a,15040.0,10.0,2004.0,False,,,
690,a,a,100.0,,,False,,,
691,d,c,3030.0,,,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
692,a,a,40.0,8.0,2001.0,False,,,
693,d,a,450.0,,,True,40.0,2011.0,"Jan,Apr,Jul,Oct"
694,a,c,460.0,11.0,2012.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
695,a,a,550.0,7.0,2011.0,True,1.0,2012.0,"Jan,Apr,Jul,Oct"
696,a,c,430.0,,,False,,,
697,d,a,3780.0,,,True,40.0,2011.0,"Jan,Apr,Jul,Oct"
698,a,a,1790.0,5.0,2011.0,False,,,
699,a,a,180.0,,,True,5.0,2013.0,"Jan,Apr,Jul,Oct"
700,a,c,830.0,,,True,27.0,2013.0,"Jan,Apr,Jul,Oct"
702,a,a,8550.0,9.0,2001.0,True,45.0,2009.0,"Feb,May,Aug,Nov"
703,a,a,80.0,6.0,2005.0,False,,,
704,d,c,1910.0,4.0,2009.0,False,,,
706,d,a,7830.0,9.0,2014.0,True,10.0,2014.0,"Mar,Jun,Sept,Dec"
707,a,c,2900.0,7.0,1990.0,False,,,
708,c,c,11470.0,10.0,2009.0,True,18.0,2014.0,"Jan,Apr,Jul,Oct"
709,a,a,500.0,12.0,2010.0,False,,,
710,d,a,1500.0,9.0,2008.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
711,d,a,17110.0,3.0,2007.0,True,5.0,2010.0,"Jan,Apr,Jul,Oct"
712,a,a,4870.0,9.0,2007.0,True,45.0,2009.0,"Jan,Apr,Jul,Oct"
714,d,c,12070.0,10.0,2005.0,True,10.0,2013.0,"Jan,Apr,Jul,Oct"
715,a,a,14810.0,6.0,2014.0,False,,,
716,d,a,3200.0,1.0,2008.0,True,22.0,2011.0,"Jan,Apr,Jul,Oct"
718,a,a,1100.0,6.0,2015.0,False,,,
719,c,c,8190.0,,,True,45.0,2009.0,"Feb,May,Aug,Nov"
720,a,c,15320.0,3.0,2011.0,True,14.0,2013.0,"Feb,May,Aug,Nov"
721,a,c,3590.0,9.0,2012.0,True,22.0,2012.0,"Mar,Jun,Sept,Dec"
722,a,a,50.0,,,False,,,
724,d,c,5900.0,,,False,,,
726,a,c,40540.0,2.0,2002.0,False,,,
727,a,a,2050.0,3.0,2007.0,False,,,
730,c,a,1190.0,9.0,2013.0,False,,,
731,a,a,15270.0,,,True,10.0,2014.0,"Jan,Apr,Jul,Oct"
733,b,b,860.0,10.0,1999.0,False,,,
734,a,a,220.0,,,True,36.0,2013.0,"Mar,Jun,Sept,Dec"
735,d,c,1920.0,4.0,2005.0,False,,,
736,c,c,1650.0,,,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
738,d,c,5980.0,10.0,2005.0,False,,,
739,d,c,2770.0,6.0,2008.0,True,22.0,2011.0,"Jan,Apr,Jul,Oct"
740,d,a,6400.0,3.0,2014.0,False,,,
741,d,c,11900.0,,,False,,,
743,a,a,6710.0,11.0,2003.0,True,14.0,2012.0,"Jan,Apr,Jul,Oct"
744,a,a,1370.0,12.0,2011.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
745,a,a,17650.0,11.0,2013.0,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
746,d,c,4330.0,2.0,2011.0,True,35.0,2011.0,"Mar,Jun,Sept,Dec"
747,c,c,45740.0,8.0,2008.0,False,,,
748,d,a,2380.0,3.0,2010.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
749,a,a,3410.0,8.0,2011.0,True,14.0,2015.0,"Jan,Apr,Jul,Oct"
750,d,a,8670.0,2.0,2002.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
751,a,a,650.0,10.0,2006.0,False,,,
752,a,a,970.0,3.0,2013.0,True,31.0,2013.0,"Feb,May,Aug,Nov"
753,d,c,540.0,11.0,2012.0,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
754,c,c,380.0,5.0,2008.0,True,10.0,2014.0,"Mar,Jun,Sept,Dec"
755,d,c,13130.0,12.0,2003.0,False,,,
757,a,c,3450.0,,,False,,,
759,a,a,110.0,11.0,2012.0,True,31.0,2013.0,"Feb,May,Aug,Nov"
761,a,a,2390.0,9.0,2012.0,False,,,
762,d,c,1280.0,,,True,10.0,2013.0,"Mar,Jun,Sept,Dec"
763,d,c,32240.0,3.0,2010.0,False,,,
764,a,c,26490.0,,,True,10.0,2014.0,"Mar,Jun,Sept,Dec"
765,a,c,25430.0,5.0,1999.0,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
767,a,c,13080.0,,,False,,,
768,a,c,2630.0,9.0,2012.0,False,,,
769,b,b,840.0,,,True,48.0,2012.0,"Jan,Apr,Jul,Oct"
770,a,c,100.0,4.0,2015.0,False,,,
771,a,a,20640.0,9.0,2007.0,False,,,
772,d,c,1850.0,,,False,,,
773,a,a,200.0,,,False,,,
774,a,c,640.0,9.0,2013.0,False,,,
775,d,c,6970.0,12.0,2005.0,True,22.0,2011.0,"Jan,Apr,Jul,Oct"
776,c,a,700.0,4.0,2009.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
777,d,c,8250.0,10.0,2004.0,True,10.0,2013.0,"Mar,Jun,Sept,Dec"
778,a,a,340.0,6.0,2003.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
779,a,a,16990.0,4.0,2004.0,False,,,
780,a,a,18160.0,,,False,,,
781,a,a,630.0,4.0,2007.0,False,,,
785,d,c,970.0,7.0,2005.0,True,31.0,2013.0,"Feb,May,Aug,Nov"
786,a,a,290.0,11.0,2006.0,True,5.0,2013.0,"Feb,May,Aug,Nov"
787,c,c,3210.0,6.0,2009.0,False,,,
788,a,c,1530.0,3.0,2013.0,False,,,
789,a,c,9770.0,7.0,2003.0,False,,,
790,d,c,9070.0,12.0,2003.0,False,,,
791,a,a,5950.0,4.0,2007.0,False,,,
792,d,a,17280.0,10.0,2009.0,True,18.0,2011.0,"Feb,May,Aug,Nov"
794,c,c,5090.0,9.0,2006.0,False,,,
795,d,a,510.0,,,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
796,a,c,7180.0,11.0,2012.0,False,,,
798,a,a,9560.0,4.0,2001.0,False,,,
801,d,a,48330.0,4.0,2013.0,False,,,
802,a,c,910.0,,,True,22.0,2011.0,"Feb,May,Aug,Nov"
803,d,a,1760.0,,,True,10.0,2014.0,"Mar,Jun,Sept,Dec"
804,c,c,2100.0,,,True,1.0,2013.0,"Jan,Apr,Jul,Oct"
805,d,a,24770.0,10.0,2011.0,True,10.0,2014.0,"Mar,Jun,Sept,Dec"
806,d,a,260.0,,,True,44.0,2010.0,"Feb,May,Aug,Nov"
807,a,a,3870.0,4.0,2008.0,False,,,
808,a,a,18620.0,,,True,31.0,2009.0,"Feb,May,Aug,Nov"
809,a,a,12770.0,10.0,2000.0,False,,,
810,d,c,9640.0,11.0,2013.0,False,,,
813,a,a,1560.0,9.0,2003.0,False,,,
814,d,c,24530.0,7.0,2013.0,False,,,
816,c,c,460.0,,,False,,,
817,a,a,140.0,3.0,2006.0,False,,,
818,d,a,490.0,,,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
819,a,c,720.0,10.0,2014.0,False,,,
820,a,c,1650.0,,,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
821,a,a,1700.0,9.0,2009.0,False,,,
822,a,c,410.0,11.0,2010.0,True,48.0,2010.0,"Mar,Jun,Sept,Dec"
824,a,a,17570.0,,,False,,,
826,a,c,7980.0,6.0,2005.0,False,,,
827,a,c,250.0,1.0,2005.0,False,,,
829,c,a,110.0,,,False,,,
830,a,c,6320.0,,,True,5.0,2011.0,"Jan,Apr,Jul,Oct"
832,d,a,5070.0,,,True,45.0,2009.0,"Feb,May,Aug,Nov"
833,d,c,3290.0,12.0,1999.0,True,35.0,2010.0,"Mar,Jun,Sept,Dec"
834,a,a,3470.0,3.0,2012.0,False,,,
835,a,a,2890.0,12.0,2007.0,True,10.0,2014.0,"Mar,Jun,Sept,Dec"
836,a,a,2720.0,9.0,2012.0,False,,,
837,a,c,14600.0,4.0,2015.0,False,,,
838,d,c,6890.0,,,True,48.0,2011.0,"Mar,Jun,Sept,Dec"
839,c,a,240.0,1.0,2015.0,False,,,
840,a,a,1070.0,9.0,2009.0,False,,,
841,a,a,27650.0,8.0,2004.0,False,,,
844,a,a,2030.0,9.0,2012.0,True,18.0,2011.0,"Feb,May,Aug,Nov"
846,a,c,8860.0,4.0,2004.0,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
847,c,c,190.0,,,True,31.0,2013.0,"Feb,May,Aug,Nov"
850,d,a,1120.0,5.0,2007.0,True,31.0,2013.0,"Jan,Apr,Jul,Oct"
851,d,c,2330.0,,,True,49.0,2014.0,"Mar,Jun,Sept,Dec"
852,c,a,940.0,4.0,2004.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
853,a,a,14040.0,,,False,,,
854,c,a,4770.0,,,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
855,a,a,3440.0,,,True,45.0,2009.0,"Feb,May,Aug,Nov"
856,a,a,3020.0,2.0,2010.0,False,,,
857,c,a,6270.0,8.0,2005.0,True,23.0,2014.0,"Mar,Jun,Sept,Dec"
858,a,a,3370.0,12.0,2008.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
859,c,a,21770.0,7.0,2015.0,False,,,
860,c,c,5980.0,2.0,2010.0,False,,,
861,c,c,740.0,,,True,14.0,2013.0,"Mar,Jun,Sept,Dec"
862,a,c,2840.0,3.0,2010.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
863,a,c,21370.0,11.0,2010.0,False,,,
864,a,a,1020.0,10.0,2012.0,True,45.0,2009.0,"Feb,May,Aug,Nov"
865,d,c,2640.0,,,False,,,
866,d,a,9680.0,,,True,5.0,2013.0,"Feb,May,Aug,Nov"
867,d,c,21810.0,9.0,2012.0,False,,,
868,d,c,1360.0,8.0,2005.0,True,10.0,2014.0,"Jan,Apr,Jul,Oct"
869,c,a,230.0,10.0,2001.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
870,a,a,780.0,4.0,2009.0,False,,,
871,d,c,10620.0,,,False,,,
872,a,c,3860.0,9.0,2014.0,True,23.0,2015.0,"Mar,Jun,Sept,Dec"
874,a,a,3210.0,,,False,,,
876,a,a,21790.0,4.0,2005.0,True,18.0,2015.0,"Feb,May,Aug,Nov"
877,a,c,29190.0,,,False,,,
878,d,c,1100.0,12.0,2014.0,False,,,
879,d,a,,,,True,5.0,2013.0,"Feb,May,Aug,Nov"
880,a,c,4570.0,,,False,,,
883,a,a,3200.0,6.0,2005.0,False,,,
884,d,c,7550.0,,,False,,,
885,a,a,480.0,12.0,2005.0,False,,,
887,d,a,19700.0,,,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
889,d,a,18670.0,12.0,2005.0,False,,,
890,a,a,4450.0,,,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
891,a,c,350.0,,,True,31.0,2013.0,"Feb,May,Aug,Nov"
892,a,a,19370.0,4.0,2002.0,False,,,
893,a,a,130.0,,,True,1.0,2013.0,"Jan,Apr,Jul,Oct"
896,a,c,170.0,9.0,2012.0,False,,,
898,a,a,18540.0,,,False,,,
899,d,a,2590.0,,,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
900,a,a,3920.0,4.0,2005.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
901,a,c,3170.0,4.0,2014.0,False,,,
902,a,a,310.0,5.0,2015.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
905,a,a,90.0,6.0,2014.0,False,,,
906,a,a,90.0,7.0,2010.0,False,,,
907,a,c,250.0,,,False,,,
908,a,a,1980.0,7.0,2010.0,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
909,a,c,1680.0,,,True,45.0,2009.0,"Feb,May,Aug,Nov"
910,d,c,12480.0,,,True,1.0,2013.0,"Jan,Apr,Jul,Oct"
911,a,c,16490.0,,,False,,,
912,c,c,3100.0,5.0,2010.0,False,,,
913,a,a,280.0,,,False,,,
914,c,c,2640.0,4.0,2011.0,True,22.0,2012.0,"Mar,Jun,Sept,Dec"
915,d,c,650.0,3.0,2013.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
916,a,a,90.0,11.0,2012.0,False,,,
917,a,a,7240.0,2.0,2010.0,False,,,
918,a,c,18710.0,4.0,2015.0,False,,,
919,a,a,2620.0,,,True,45.0,2009.0,"Feb,May,Aug,Nov"
920,a,a,850.0,2.0,2012.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
921,a,a,840.0,9.0,2006.0,False,,,
922,d,a,2110.0,3.0,2006.0,False,,,
923,a,a,280.0,9.0,2008.0,False,,,
924,a,a,6420.0,4.0,2011.0,True,1.0,2012.0,"Jan,Apr,Jul,Oct"
926,d,c,5150.0,3.0,2011.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
927,a,a,480.0,,,False,,,
928,d,c,1090.0,,,True,31.0,2013.0,"Feb,May,Aug,Nov"
929,a,c,4820.0,9.0,2013.0,False,,,
930,a,a,70.0,,,False,,,
931,a,c,1480.0,9.0,2011.0,True,1.0,2012.0,"Jan,Apr,Jul,Oct"
932,a,a,15700.0,,,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
933,a,c,6270.0,2.0,2005.0,False,,,
934,a,c,5460.0,,,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
935,a,c,22350.0,6.0,2010.0,False,,,
937,d,a,2810.0,,,True,10.0,2014.0,"Jan,Apr,Jul,Oct"
938,a,a,2820.0,9.0,2009.0,False,,,
939,d,a,1340.0,,,False,,,
941,a,a,1200.0,12.0,2011.0,True,31.0,2013.0,"Jan,Apr,Jul,Oct"
942,d,c,6860.0,,,True,18.0,2011.0,"Jan,Apr,Jul,Oct"
943,d,c,18020.0,,,False,,,
944,c,a,1670.0,7.0,2015.0,False,,,
945,a,c,12480.0,3.0,2011.0,False,,,
946,a,a,2220.0,12.0,2011.0,True,14.0,2015.0,"Jan,Apr,Jul,Oct"
947,a,a,460.0,3.0,2014.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
948,b,b,1430.0,,,False,,,
950,a,a,8460.0,11.0,1994.0,False,,,
952,d,c,6300.0,10.0,2013.0,False,,,
953,a,a,19830.0,4.0,2006.0,True,22.0,2011.0,"Mar,Jun,Sept,Dec"
954,a,a,390.0,2.0,2013.0,True,10.0,2014.0,"Jan,Apr,Jul,Oct"
956,a,a,2330.0,10.0,2014.0,True,18.0,2011.0,"Feb,May,Aug,Nov"
957,d,c,1420.0,11.0,2012.0,False,,,
958,a,a,440.0,11.0,2013.0,False,,,
959,a,c,1060.0,12.0,2005.0,False,,,
961,d,c,9430.0,,,False,,,
962,c,a,260.0,,,False,,,
964,a,a,270.0,,,True,5.0,2013.0,"Feb,May,Aug,Nov"
965,a,c,110.0,,,False,,,
966,a,a,760.0,2.0,2008.0,False,,,
967,a,c,3560.0,9.0,2013.0,True,36.0,2013.0,"Jan,Apr,Jul,Oct"
969,a,c,600.0,11.0,1999.0,True,10.0,2013.0,"Jan,Apr,Jul,Oct"
971,c,a,1140.0,5.0,2011.0,True,14.0,2012.0,"Mar,Jun,Sept,Dec"
972,a,a,14960.0,,,False,,,
974,a,a,150.0,3.0,2011.0,True,40.0,2014.0,"Jan,Apr,Jul,Oct"
975,a,c,9630.0,,,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
976,a,a,4180.0,,,False,,,
977,a,a,520.0,9.0,2005.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
978,c,c,3890.0,,,False,,,
979,a,c,2270.0,11.0,2005.0,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
980,a,a,4420.0,9.0,2005.0,False,,,
981,d,c,2620.0,11.0,2002.0,False,,,
986,a,a,620.0,10.0,2014.0,True,18.0,2014.0,"Feb,May,Aug,Nov"
987,c,a,1690.0,6.0,2007.0,False,,,
989,a,a,1640.0,6.0,2006.0,True,40.0,2011.0,"Jan,Apr,Jul,Oct"
990,d,a,20930.0,,,False,,,
991,a,a,1010.0,,,False,,,
992,a,a,2480.0,7.0,1990.0,False,,,
994,a,a,2290.0,7.0,2011.0,True,1.0,2012.0,"Jan,Apr,Jul,Oct"
995,d,a,6560.0,12.0,2013.0,False,,,
996,c,a,2870.0,7.0,2015.0,True,13.0,2010.0,"Jan,Apr,Jul,Oct"
997,d,c,5840.0,7.0,2010.0,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
998,a,a,780.0,9.0,2005.0,True,5.0,2013.0,"Feb,May,Aug,Nov"
999,d,c,15140.0,2.0,2002.0,True,37.0,2009.0,"Jan,Apr,Jul,Oct"
1001,c,a,19640.0,,,True,14.0,2011.0,"Jan,Apr,Jul,Oct"
1002,d,c,1130.0,11.0,2008.0,False,,,
1003,a,a,170.0,7.0,2013.0,True,27.0,2013.0,"Jan,Apr,Jul,Oct"
1004,d,c,970.0,,,True,9.0,2011.0,"Mar,Jun,Sept,Dec"
1006,c,c,3890.0,11.0,2006.0,True,5.0,2013.0,"Feb,May,Aug,Nov"
1007,c,c,4180.0,9.0,2012.0,False,,,
1008,a,c,30.0,9.0,2010.0,False,,,
